index,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Cluster,Psych_Label
3036,13,17,2,2,1,1,PK,1,4,1,3,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,4,1,4,3,4,1,4,1,4,5,4,3,1,1,4,1,4,4,5,4.0,1,Striver
3037,3,17,1,1,2,1,AU,1,3,2,3,4,2,4,3,4,2,3,2,4,4,3,3,3,3,4,3,4,4,3,2,3,2,3,4,3,2,5,2,2,2,4,1,5,2,5,2,4,2,1,1,4,3,4,4,5,4.0,0,Reserved
3038,11,14,1,1,1,5,SG,3,5,3,5,3,2,3,4,3,5,3,2,4,1,2,1,2,2,1,5,3,4,4,4,2,2,2,4,4,3,2,1,5,3,3,3,4,2,2,3,5,3,5,3,3,3,3,3,5,5.0,3,Balanced
3039,11,23,2,1,1,1,IN,4,3,1,5,1,3,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,1,5,1,5,4,5,5,5,1,1,1,4,3,5,1,3,1,2,4,5,5,5,4,1,5,4,5,4.0,2,Internalizer
3040,3,14,1,2,1,5,US,3,1,4,2,4,1,1,5,2,1,4,3,4,2,4,5,5,5,5,1,4,4,2,3,3,2,3,3,3,3,4,3,4,3,2,5,5,3,2,3,2,3,4,3,5,1,4,1,3,5.0,0,Reserved
3041,11,14,1,2,3,5,US,4,2,4,3,5,1,4,3,2,5,3,5,4,3,4,3,1,1,3,1,1,5,3,4,2,5,4,5,4,3,4,2,5,1,4,2,5,1,2,3,3,1,5,3,3,1,3,3,4,5.0,3,Balanced
3042,1,42,1,1,1,5,US,3,3,5,2,5,2,4,3,4,1,2,4,3,3,2,2,1,1,1,1,1,4,1,5,2,4,1,5,4,5,4,5,5,1,5,2,5,1,5,4,5,1,5,2,5,1,5,1,5,5.0,3,Balanced
3043,3,14,1,2,1,5,US,1,3,4,4,1,1,1,5,5,4,5,3,5,2,1,2,4,4,4,1,1,4,1,5,1,5,1,5,5,4,4,3,5,2,2,3,5,1,3,4,4,2,4,3,5,1,4,3,4,5.0,3,Balanced
3044,11,14,1,2,1,5,US,5,1,5,2,5,1,3,2,3,1,2,3,5,1,1,2,5,1,1,1,1,5,2,5,1,4,1,4,3,4,3,2,5,1,1,5,5,3,4,5,1,5,5,3,5,1,5,1,5,5.0,3,Balanced
3045,3,32,1,2,1,1,US,2,4,4,3,3,2,4,3,3,5,2,4,3,4,2,2,2,2,3,1,1,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,4,1,4,5,4,2,4,3,4,2,4,4,4,4.0,3,Balanced
3046,3,26,2,2,1,2,AU,3,3,3,3,4,3,3,3,2,3,3,2,4,2,2,4,2,3,3,2,1,5,1,5,1,5,1,4,5,3,3,2,4,2,4,3,2,3,3,2,3,3,3,3,3,2,3,3,4,2.0,2,Internalizer
3047,3,30,1,2,1,2,IE,2,3,4,2,4,2,2,4,1,4,2,4,4,3,2,2,1,2,2,3,1,5,1,5,2,3,2,4,4,4,4,1,5,2,2,2,4,1,4,5,5,4,4,2,4,3,5,4,4,4.0,3,Balanced
3048,3,16,1,2,1,2,US,3,1,5,1,5,1,5,5,4,2,2,4,2,4,2,2,4,3,1,1,1,5,1,3,1,5,1,4,4,3,4,1,4,2,4,2,4,2,5,4,4,1,3,1,5,2,4,4,4,5.0,3,Balanced
3049,3,16,1,3,1,2,US,1,3,4,3,5,1,1,3,4,3,4,3,4,2,1,2,4,4,3,3,1,4,2,5,1,5,1,3,5,3,3,4,5,4,1,5,3,2,2,2,5,1,5,3,5,1,5,5,5,5.0,1,Striver
3050,3,16,1,2,1,2,US,4,1,5,2,5,1,5,4,3,1,2,4,2,5,1,2,2,1,1,1,1,5,1,5,1,4,1,5,5,5,3,2,4,1,5,2,3,1,3,4,4,2,5,1,4,1,4,3,4,5.0,3,Balanced
3051,4,39,1,2,2,1,IN,3,3,5,4,4,3,3,5,1,3,2,5,2,2,1,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,5,3,1,1,5,3,2,3,1,5,3,5,3,1,1,5,5,5,5.0,3,Balanced
3052,1,16,1,1,1,2,US,3,4,4,3,4,2,4,4,3,3,4,4,3,3,2,1,3,2,2,1,3,4,2,3,3,2,3,2,3,3,4,3,5,1,4,1,3,2,4,5,4,2,3,2,3,2,5,4,4,4.0,0,Reserved
3053,3,30,1,1,1,2,CH,4,1,4,1,5,1,4,1,3,2,2,4,3,3,5,5,2,3,3,3,1,5,4,5,1,5,1,5,5,5,3,5,2,4,3,5,2,4,3,2,5,1,5,1,5,1,5,5,3,5.0,1,Striver
3054,3,16,1,2,2,2,US,5,1,5,1,5,1,5,1,3,2,3,4,2,4,2,3,2,2,2,1,2,5,3,4,2,3,1,4,5,4,4,2,5,1,4,2,4,1,3,4,5,2,5,1,4,1,5,5,4,5.0,3,Balanced
3055,3,20,1,2,1,1,GB,4,1,3,3,4,2,5,2,2,4,5,4,3,3,2,2,5,3,4,4,4,4,5,2,4,1,4,3,1,3,1,5,5,5,1,5,3,3,1,2,1,1,5,1,3,1,2,2,4,4.0,0,Reserved
3056,11,14,1,2,1,1,SG,1,4,5,4,4,4,3,4,4,4,4,5,4,3,4,2,2,3,4,2,1,4,3,4,2,3,3,4,4,4,2,4,5,3,2,4,4,3,2,2,2,2,4,2,4,2,4,2,4,4.0,1,Striver
3057,3,51,1,2,1,1,US,1,5,3,5,1,4,2,5,1,5,3,3,5,2,2,1,3,1,3,2,1,5,1,5,1,5,1,5,5,5,4,1,5,2,3,1,5,1,5,5,1,3,1,2,3,5,3,1,3,2.0,0,Reserved
3058,3,35,1,2,1,1,US,4,3,4,2,3,2,2,3,5,3,2,2,4,2,2,1,1,1,2,1,2,3,1,5,3,4,2,4,4,4,5,2,5,2,4,1,5,1,5,5,4,2,4,2,4,1,5,3,5,5.0,3,Balanced
3059,3,66,1,1,1,5,US,3,3,3,3,3,3,3,3,4,4,3,4,4,4,2,3,2,2,2,2,2,4,1,4,2,2,2,4,3,4,2,2,3,4,2,2,3,3,4,2,4,1,4,1,4,2,2,3,5,4.0,3,Balanced
3060,13,17,1,1,3,2,US,5,3,5,2,4,2,2,5,1,3,1,4,2,2,1,1,2,2,2,1,1,4,1,5,1,5,1,3,5,4,3,2,5,1,2,3,2,1,3,3,4,3,5,1,3,1,5,3,5,5.0,3,Balanced
3061,13,16,1,2,1,2,US,4,4,3,4,4,5,4,5,1,5,5,1,5,5,1,3,5,5,3,5,1,5,1,5,1,5,1,5,5,5,4,2,4,3,2,4,4,3,3,3,4,1,5,1,4,1,5,2,5,5.0,2,Internalizer
3062,11,20,2,2,1,5,PH,4,1,5,1,5,1,5,4,4,2,4,4,4,4,4,2,4,3,4,2,1,5,4,5,1,3,1,5,4,4,2,4,4,4,2,4,2,4,2,4,4,2,4,2,5,1,5,2,4,4.0,1,Striver
3063,3,33,1,1,1,1,GB,2,5,3,3,3,3,2,4,3,4,4,3,2,4,2,4,3,2,5,2,4,2,3,2,4,4,4,3,4,3,3,3,4,1,2,2,3,2,1,4,4,2,4,2,5,2,5,4,4,4.0,0,Reserved
3064,1,17,1,2,1,2,US,3,5,2,5,1,4,1,5,1,5,5,3,4,3,5,4,4,4,5,4,4,3,3,3,3,2,3,3,3,3,4,1,3,3,2,4,3,3,3,3,4,1,5,1,4,1,2,3,4,5.0,2,Internalizer
3065,3,16,1,2,1,2,US,1,2,2,4,2,3,1,4,1,4,5,2,5,2,4,4,5,4,4,3,1,4,1,5,1,5,2,4,4,3,5,4,4,2,2,4,4,2,5,4,3,2,5,2,5,2,4,3,5,3.0,2,Internalizer
3066,3,17,1,2,1,2,US,3,2,4,3,5,2,4,3,4,2,5,2,4,2,4,4,2,2,4,3,1,4,1,5,1,3,1,3,4,4,4,1,5,2,3,2,4,2,4,4,5,2,4,1,4,1,5,4,4,4.0,1,Striver
3067,5,17,1,1,2,2,US,4,1,5,4,5,1,5,4,5,1,1,5,3,1,5,1,1,1,4,1,1,5,1,4,2,3,1,1,4,5,5,1,5,1,5,1,5,3,5,5,4,1,3,2,5,2,5,1,5,5.0,3,Balanced
3068,3,18,1,2,1,2,US,4,1,5,2,5,1,5,2,3,2,4,5,3,2,2,3,3,2,3,2,2,5,2,4,3,5,1,4,4,4,2,3,3,3,2,4,2,3,2,3,3,3,5,2,3,1,2,3,3,5.0,1,Striver
3069,13,45,1,2,2,1,US,3,1,5,3,5,2,3,5,5,3,3,4,5,3,4,4,3,3,4,2,1,5,2,5,1,5,1,5,5,4,5,1,4,1,4,1,5,1,5,4,3,2,5,1,4,1,4,1,5,4.0,1,Striver
3070,3,19,2,1,1,1,HU,4,1,5,1,5,2,5,2,5,3,2,4,3,3,3,1,5,5,1,2,3,5,2,2,2,3,1,2,4,3,4,2,4,2,3,1,2,3,2,3,3,1,5,1,4,1,5,4,2,5.0,0,Reserved
3071,5,18,1,2,1,5,US,2,3,3,2,3,2,2,4,3,5,5,2,4,1,1,2,2,1,1,1,1,4,1,2,1,3,1,3,2,2,5,2,4,2,5,3,3,2,4,2,3,2,4,1,3,2,3,1,2,3.0,0,Reserved
3072,12,19,1,1,1,1,GH,2,3,3,3,3,3,3,3,3,2,3,2,4,2,4,2,4,3,4,2,4,3,3,3,2,4,2,2,2,4,3,3,2,2,3,3,3,3,1,3,2,3,3,2,2,3,3,2,3,2.0,0,Reserved
3073,12,17,1,2,1,5,GH,3,1,3,2,5,1,4,1,3,5,5,2,5,5,5,3,5,5,5,5,1,5,5,5,3,5,1,4,4,5,1,3,3,5,1,4,5,4,5,4,3,1,5,2,3,1,5,3,5,5.0,1,Striver
3074,3,20,1,1,1,5,GB,3,3,3,4,4,2,4,2,4,5,2,4,4,3,3,2,3,2,2,2,4,5,1,4,2,3,2,5,4,3,3,2,5,2,2,4,4,3,3,3,4,3,5,2,5,1,4,4,4,5.0,3,Balanced
3075,13,16,2,2,1,5,GH,1,1,5,4,5,1,4,4,5,4,1,5,1,1,1,1,3,1,4,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,3,5,5,1,5,2,5,1,5,2,4,5.0,3,Balanced
3076,1,17,1,2,1,1,SA,1,1,5,5,5,1,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1,5,5,4,1,5,5,1,1,5,1,3,1,5,1,5,5.0,1,Striver
3077,3,20,1,2,1,1,US,2,2,5,3,3,2,3,2,2,4,2,4,2,2,3,1,2,3,2,1,1,5,1,4,2,5,1,5,4,4,4,3,4,1,3,2,3,3,4,4,3,3,3,1,3,1,5,2,5,5.0,3,Balanced
3078,12,18,1,2,1,5,GH,1,5,3,3,1,2,1,5,5,5,3,1,5,5,3,5,5,5,4,4,5,3,1,5,3,5,3,4,5,4,3,1,4,1,3,1,5,3,2,5,3,4,3,3,3,2,5,2,2,3.0,2,Internalizer
3079,13,22,1,2,1,5,GB,3,3,5,2,4,2,3,3,3,3,3,4,3,2,2,1,2,1,1,3,1,5,1,4,1,4,1,4,4,3,4,1,5,2,5,4,4,2,3,3,1,3,3,1,2,3,3,2,5,3.0,3,Balanced
3080,3,33,1,1,1,1,GB,1,5,1,5,1,5,1,4,2,5,3,2,3,1,2,4,4,4,5,5,4,3,3,4,3,3,4,2,3,2,2,3,3,4,1,3,4,3,4,1,4,2,4,2,1,2,4,4,5,4.0,2,Internalizer
3081,3,20,2,1,1,1,SE,1,5,1,5,1,5,1,5,1,5,1,5,1,2,5,1,1,1,1,3,5,1,2,1,5,1,5,1,1,1,3,4,2,4,1,5,3,5,1,3,3,1,1,1,5,5,4,3,5,4.0,0,Reserved
3082,3,30,1,1,1,5,GB,2,1,3,3,4,1,3,3,2,3,5,1,4,2,5,5,5,5,5,5,2,5,1,4,2,5,5,4,4,4,1,4,3,2,1,5,5,4,3,5,5,1,5,1,4,1,4,4,2,5.0,1,Striver
3083,3,58,1,2,2,1,CA,2,2,4,3,4,2,5,2,3,2,2,3,4,2,3,2,1,1,1,3,1,5,1,4,2,4,1,5,4,5,3,3,5,1,3,2,3,1,2,4,4,1,4,3,5,1,5,4,4,5.0,3,Balanced
3084,11,26,2,1,1,5,US,1,5,5,2,4,2,1,4,4,4,5,5,5,2,1,1,1,1,4,4,5,5,1,5,2,1,5,5,5,5,3,4,5,3,4,4,4,1,1,5,5,1,4,2,2,1,5,5,5,2.0,3,Balanced
3085,11,18,2,2,1,1,PH,1,3,1,4,2,4,1,4,1,5,4,2,5,2,4,4,5,5,4,4,1,3,1,5,1,5,2,5,4,3,3,1,4,2,3,5,4,3,3,3,1,4,3,1,2,3,4,3,4,2.0,2,Internalizer
3086,1,19,1,2,1,2,US,2,3,2,4,2,3,1,5,1,5,5,2,5,4,3,4,2,2,3,2,1,3,1,5,1,4,3,5,5,5,4,3,4,2,4,2,3,2,3,4,4,2,5,2,4,2,4,4,4,4.0,3,Balanced
3087,8,15,1,2,2,1,US,1,4,1,4,1,4,1,5,1,5,4,4,5,2,4,4,4,4,4,4,3,3,4,4,3,2,3,2,3,3,2,4,4,3,3,4,4,2,4,3,1,3,3,3,4,2,3,2,5,3.0,2,Internalizer
3088,5,20,1,2,1,5,US,5,1,5,1,5,1,5,1,5,2,3,4,4,4,4,2,2,2,2,1,1,5,1,4,1,4,1,5,5,5,3,2,4,2,4,1,4,4,3,5,3,3,3,2,4,1,4,3,4,4.0,3,Balanced
3089,3,24,1,1,1,2,US,3,1,5,3,5,1,5,3,4,2,2,4,2,4,3,3,2,2,4,2,1,5,2,4,1,4,1,4,4,3,3,4,5,2,3,3,4,2,3,3,4,1,5,1,5,1,5,3,5,5.0,3,Balanced
3090,6,31,1,1,1,5,US,5,2,5,2,4,1,5,3,5,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,3,4,2,4,4,4,3,4,4,4,1,4,2,3,2,3,4,3,5,3,5,1,4,2,2,5.0,3,Balanced
3091,13,25,1,1,1,5,US,3,5,5,5,2,5,3,3,3,5,3,4,5,2,5,2,4,2,4,4,5,3,2,5,4,5,3,5,5,4,2,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3.0,1,Striver
3092,3,21,1,2,1,5,US,3,1,5,2,5,1,4,3,4,3,3,4,4,3,3,3,3,3,3,3,1,5,2,5,1,5,1,5,5,3,3,4,4,1,2,4,3,4,3,3,4,2,5,1,3,1,3,4,4,4.0,3,Balanced
3093,3,21,1,2,1,5,US,4,2,4,4,4,2,5,5,1,4,4,4,4,5,4,4,5,5,5,5,2,4,1,5,4,5,2,5,5,5,4,1,4,4,1,3,4,3,4,4,1,3,4,3,3,1,5,1,4,3.0,1,Striver
3094,3,38,1,2,1,5,US,3,5,3,3,2,4,1,5,1,5,4,4,5,3,3,5,3,2,4,3,2,3,2,4,4,4,2,5,3,1,4,3,3,3,2,4,3,3,3,4,3,4,1,4,3,5,4,2,5,3.0,2,Internalizer
3095,4,18,1,2,1,5,US,3,1,3,3,3,1,5,3,1,5,5,1,5,1,3,3,5,5,5,3,1,3,1,5,1,4,2,5,5,4,3,1,3,5,1,5,2,5,1,3,1,4,5,3,3,1,2,2,3,3.0,2,Internalizer
3096,1,20,1,2,1,5,US,4,4,4,4,4,2,3,4,1,1,4,4,4,4,1,2,2,2,5,1,1,4,1,4,3,3,1,4,3,5,2,2,4,4,1,4,3,2,3,3,2,2,4,2,3,1,4,2,3,5.0,3,Balanced
3097,13,31,1,2,1,5,US,1,3,5,3,5,3,5,5,3,3,2,5,3,1,1,1,2,1,1,1,5,3,1,5,2,5,3,5,5,5,3,1,5,1,5,1,5,5,5,5,2,3,3,1,5,1,5,1,3,5.0,3,Balanced
3098,3,24,1,1,2,5,US,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,3,4,1,5,1,5,1,5,5,5,5.0,3,Balanced
3099,3,38,1,2,1,5,US,2,2,4,3,4,2,3,3,4,2,2,4,3,2,2,2,3,2,3,3,2,3,2,4,2,2,2,4,4,4,4,2,4,2,3,2,4,2,3,4,4,2,3,3,4,2,4,4,3,3.0,3,Balanced
3100,3,35,1,2,1,5,US,3,1,5,1,5,1,5,1,5,1,3,4,4,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,5,3,2,1,5,2,2,2,3,1,3,3,1,4,4,4,1,3,5.0,0,Reserved
3101,3,22,1,2,1,5,US,3,1,4,2,5,1,5,2,5,2,2,4,4,3,2,2,4,2,2,2,1,4,1,4,2,4,2,5,3,4,3,2,4,2,3,4,5,3,3,4,3,2,5,2,3,1,4,2,2,4.0,3,Balanced
3102,1,22,1,2,1,5,US,5,2,5,3,5,1,5,5,5,3,1,5,5,5,1,1,3,2,1,1,1,5,1,5,1,5,1,5,5,5,3,1,5,1,5,5,5,1,5,5,3,2,5,2,5,1,5,4,5,5.0,3,Balanced
3103,3,29,1,2,1,5,US,2,3,3,4,2,3,3,5,3,5,4,5,5,4,4,2,5,4,3,5,5,5,1,5,1,5,1,5,5,4,3,4,3,3,2,4,3,3,3,4,1,3,5,3,3,1,3,1,2,3.0,1,Striver
3104,13,48,1,2,1,5,US,3,3,3,3,3,3,4,4,2,4,3,3,4,3,2,3,4,4,4,3,4,3,4,3,3,4,3,4,4,3,3,3,4,2,3,3,4,2,5,3,4,2,3,2,5,4,3,4,4,3.0,0,Reserved
3105,3,54,1,2,1,5,US,5,2,5,3,5,3,4,3,4,2,4,4,5,3,4,2,2,2,2,2,1,5,1,5,1,5,1,4,5,5,4,1,5,3,4,1,5,2,5,5,3,4,2,4,3,4,2,3,5,2.0,0,Reserved
3106,3,20,1,2,1,1,GB,3,2,3,3,3,4,3,2,2,5,4,4,4,4,2,4,4,3,4,2,2,4,1,5,2,5,2,4,4,4,5,1,4,2,5,1,5,1,3,4,3,3,3,3,2,4,4,2,4,2.0,2,Internalizer
3107,3,16,1,2,1,5,US,2,3,1,5,2,4,1,2,2,5,5,2,5,1,4,4,5,4,4,5,4,3,3,4,3,5,4,3,4,3,3,4,3,5,3,3,3,3,3,3,4,3,4,2,2,2,3,4,5,3.0,2,Internalizer
3108,11,23,1,2,1,1,SG,4,3,4,2,4,2,3,3,5,5,2,3,3,3,3,2,1,2,2,2,2,4,2,5,2,5,2,5,5,5,4,2,5,2,2,2,1,2,4,5,3,2,5,3,5,2,5,1,5,4.0,3,Balanced
3109,3,17,1,2,1,5,US,1,5,3,5,1,5,1,5,1,5,4,5,4,5,4,3,3,1,3,1,2,4,5,5,1,4,1,5,5,5,2,3,4,5,2,5,3,4,5,5,3,4,5,4,3,2,3,2,5,3.0,0,Reserved
3110,3,19,1,1,1,2,US,3,2,4,2,4,2,4,2,5,4,2,4,2,2,2,2,3,3,2,4,4,4,2,4,2,4,2,4,4,4,2,3,4,2,2,4,3,3,4,3,4,1,3,1,4,3,4,4,4,4.0,3,Balanced
3111,3,43,1,1,1,1,US,4,2,5,2,5,2,5,3,4,2,2,4,3,4,3,2,2,1,2,2,1,5,1,5,1,5,1,4,5,4,4,3,4,1,4,3,4,1,4,3,4,2,4,2,4,2,4,3,4,4.0,3,Balanced
3112,12,18,2,1,1,5,US,1,1,1,5,1,1,1,5,1,5,1,2,3,3,3,5,4,4,5,3,3,1,1,1,3,1,4,3,2,1,4,1,1,1,5,1,5,2,5,3,5,3,5,1,4,1,4,2,4,5.0,0,Reserved
3113,11,24,2,2,1,1,PH,3,4,4,2,4,4,4,4,2,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,1,5,4,4,4,5,3,4,5,3,2,5,2,3,4,4,2,2,2,3,2,3,3,2,5,2.0,2,Internalizer
3114,1,16,1,2,2,1,CA,4,3,4,2,5,1,4,3,3,4,2,4,2,4,1,2,3,1,1,2,1,4,2,5,1,4,2,4,5,4,3,3,4,3,3,3,1,1,3,3,1,2,5,1,4,1,3,1,5,5.0,1,Striver
3115,3,17,1,1,1,2,US,2,4,4,2,2,3,4,4,2,4,4,5,4,4,2,3,2,1,3,2,2,3,3,4,1,2,2,4,4,2,2,5,4,2,1,4,4,3,3,3,4,2,2,2,2,4,4,4,5,2.0,0,Reserved
3116,13,19,1,1,1,1,IN,5,5,2,3,4,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,3,5,5,3,3,5,5,4,3,4,2,4,4,4,4,5,5,1,5,1,4,4,5,5.0,1,Striver
3117,13,53,2,2,1,1,US,2,4,4,3,5,1,4,5,2,5,2,4,4,1,4,4,4,4,4,2,2,4,1,4,1,5,1,5,4,5,4,2,4,1,5,2,4,1,4,3,4,2,4,1,4,2,5,3,5,4.0,3,Balanced
3118,3,55,1,2,2,1,US,4,3,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,2,4,1,3,4,4,3,4,4,3,2,5,4,3,2,3,5,2,5,2,5,1,4,5,5,5.0,1,Striver
3119,3,17,1,2,1,2,US,4,1,5,2,5,1,5,1,5,1,4,4,5,4,1,2,3,2,5,2,1,5,1,5,1,5,1,4,5,4,5,2,4,1,3,2,5,2,5,3,5,3,4,3,4,1,3,5,3,5.0,3,Balanced
3120,3,43,1,1,1,1,US,3,2,3,3,3,3,1,5,2,3,3,2,4,2,3,2,3,3,4,4,5,1,4,1,5,2,5,2,1,2,5,1,5,1,3,1,5,5,5,5,5,1,5,3,5,1,5,3,4,5.0,0,Reserved
3121,13,20,1,2,1,4,US,3,4,2,5,2,5,1,1,1,5,4,3,4,3,1,1,2,1,1,2,4,1,3,2,5,1,5,3,2,3,5,1,5,1,5,1,5,1,2,4,5,1,5,1,5,1,5,4,5,5.0,0,Reserved
3122,3,72,1,1,1,1,IE,2,3,3,3,3,3,2,3,3,4,5,3,4,4,4,2,3,3,4,3,1,5,4,4,3,4,3,3,4,3,2,1,4,3,3,1,3,3,3,3,5,3,3,3,3,1,4,1,4,3.0,3,Balanced
3123,13,21,1,2,1,1,CA,2,4,4,4,2,4,2,4,2,4,5,3,5,1,3,4,4,4,4,4,2,4,1,4,3,3,1,4,4,3,4,2,4,3,2,1,4,3,2,4,3,1,3,1,4,1,4,3,3,3.0,2,Internalizer
3124,3,34,1,2,1,2,US,3,2,5,4,5,2,5,3,5,3,5,5,5,2,2,2,2,1,2,3,1,5,2,5,1,5,1,5,5,5,5,3,5,2,3,2,5,1,3,5,5,1,5,2,5,1,5,5,5,5.0,3,Balanced
3125,3,30,1,2,1,2,US,3,2,3,3,3,2,3,3,2,5,5,3,5,2,4,4,5,4,4,3,2,4,3,3,2,4,2,3,3,4,4,1,4,4,3,3,3,3,3,3,4,1,5,1,5,1,4,3,5,4.0,1,Striver
3126,1,17,2,1,1,1,PH,3,5,3,3,2,5,2,3,2,5,3,5,3,2,3,3,2,3,5,4,3,3,4,3,4,3,3,3,5,5,2,5,3,4,2,4,1,3,3,3,5,1,3,1,3,2,4,4,4,4.0,0,Reserved
3127,3,40,1,2,1,1,US,1,4,2,5,1,3,1,5,1,5,3,4,3,3,2,3,2,2,3,2,1,3,2,4,2,4,4,4,4,4,4,1,5,2,4,1,5,1,5,5,2,2,1,3,3,4,4,3,5,3.0,0,Reserved
3128,3,18,1,1,1,5,GB,2,4,3,4,3,3,2,4,2,4,3,3,5,4,2,1,2,2,4,2,1,4,3,5,2,4,3,4,4,3,4,2,4,2,2,2,4,2,4,3,3,2,4,2,4,2,3,3,4,3.0,3,Balanced
3129,3,14,1,2,1,1,GB,3,3,3,3,3,2,4,2,5,5,3,3,4,2,5,3,5,4,2,4,2,5,1,4,5,1,1,5,4,4,4,1,5,4,1,5,4,2,2,3,5,5,5,5,3,1,4,5,5,5.0,1,Striver
3130,1,29,1,2,1,2,JM,2,4,3,3,4,2,3,2,5,4,2,1,3,3,3,2,2,1,4,2,3,3,3,4,2,4,3,4,4,4,4,1,5,1,3,3,1,3,4,2,3,2,4,2,4,1,5,3,4,4.0,3,Balanced
3131,11,25,2,2,1,2,HK,4,2,4,2,4,2,4,2,4,3,3,4,2,4,2,2,2,2,2,2,2,4,4,4,2,4,2,2,4,4,4,3,4,2,4,2,3,1,4,4,4,2,3,4,4,2,4,2,4,4.0,3,Balanced
3132,3,16,2,2,1,5,SE,2,3,3,4,4,1,4,5,4,3,3,2,5,2,5,2,5,4,4,3,3,5,1,5,2,4,1,3,4,2,1,5,3,5,1,5,2,5,2,5,2,2,2,3,1,5,5,1,5,3.0,2,Internalizer
3133,3,48,1,1,1,1,GB,3,2,5,2,4,1,4,3,4,2,2,4,2,3,5,4,2,2,3,2,1,5,1,5,1,4,1,5,4,4,4,4,3,3,1,5,3,1,3,3,4,3,4,3,4,4,4,4,4,3.0,3,Balanced
3134,11,25,2,1,1,1,IN,1,4,2,4,3,4,1,2,3,5,2,5,2,5,1,1,4,2,4,4,1,2,1,4,2,4,3,4,4,4,4,1,4,1,3,4,4,1,3,3,3,1,5,2,5,1,5,1,5,4.0,3,Balanced
3135,3,18,1,2,1,5,GB,2,3,4,3,5,4,1,3,2,5,2,4,5,1,5,4,4,4,4,5,1,5,1,4,1,3,4,4,4,3,2,3,4,3,2,5,3,4,4,4,4,1,1,1,3,5,4,4,5,3.0,2,Internalizer
3136,3,22,2,2,1,1,NL,2,3,3,3,4,2,4,4,2,4,2,2,5,1,5,5,5,5,4,5,1,4,1,4,2,4,2,4,4,4,4,2,4,2,1,2,4,2,2,2,4,4,5,4,5,1,4,4,4,5.0,1,Striver
3137,3,21,1,1,1,5,US,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,0,Reserved
3138,3,24,1,1,1,5,US,3,3,3,2,2,2,2,3,4,4,5,2,4,2,4,4,4,4,3,4,1,4,1,4,2,5,2,4,4,2,2,4,3,4,1,4,2,2,2,2,5,1,5,1,5,1,5,4,4,5.0,1,Striver
3139,1,22,2,2,1,1,AR,4,1,4,3,4,1,4,2,1,1,3,3,2,3,3,2,5,4,4,1,4,2,4,4,2,2,4,2,2,2,2,5,2,5,2,5,3,5,1,2,4,4,3,4,3,4,3,2,3,3.0,0,Reserved
3140,3,19,1,2,1,5,GB,3,2,4,3,4,2,3,3,3,3,2,4,4,2,4,3,4,3,2,3,1,5,3,5,1,5,1,4,4,5,4,3,4,3,3,1,3,3,4,3,3,2,5,1,3,2,4,4,4,3.0,3,Balanced
3141,1,49,1,1,1,1,US,4,1,4,1,5,1,5,2,5,1,3,2,3,3,2,2,2,2,2,2,1,5,1,4,1,4,1,5,3,5,4,3,5,1,3,3,3,1,4,3,5,1,5,1,5,1,5,5,5,5.0,3,Balanced
3142,3,48,1,1,1,1,US,1,4,2,4,2,4,1,4,2,4,3,3,3,2,4,4,4,4,5,4,1,3,4,4,2,2,4,4,4,3,4,2,2,2,2,4,4,2,3,4,5,3,4,4,4,2,4,4,4,4.0,2,Internalizer
3143,13,22,2,2,1,1,US,2,4,4,2,5,3,4,3,4,4,4,3,4,4,3,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,5,1,5,1,5,5,5,1,4,1,4,1,5,4,5,4.0,3,Balanced
3144,13,34,2,2,1,1,IN,2,4,2,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,3,4,3,3,3,4,3,2,3,4,3,3,3,3,3,2,4,4,4,4,4,2,4,4,4,2,4,3,4,4.0,2,Internalizer
