index,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Cluster,Psych_Label
10873,13,15,1,2,1,1,US,3,3,1,4,3,4,4,5,1,5,5,3,5,1,5,5,4,4,2,5,1,4,1,5,1,4,2,5,5,2,2,2,5,5,4,4,4,5,2,2,4,1,5,1,3,2,5,5,5,5.0,2,Internalizer
10874,10,18,1,2,1,1,US,4,3,3,4,3,4,3,5,2,5,5,3,4,4,3,3,5,3,5,4,3,4,2,4,2,4,2,4,3,3,2,5,3,2,3,2,5,2,5,2,1,4,4,3,3,2,2,1,4,3.0,2,Internalizer
10875,13,60,1,2,1,2,US,4,1,5,1,5,1,5,4,5,2,1,4,2,4,1,4,2,1,1,1,1,5,1,5,2,5,1,5,5,5,5,2,4,1,4,1,4,1,4,4,5,4,5,1,5,1,5,2,4,5.0,3,Balanced
10876,12,21,2,2,1,1,US,3,1,3,4,5,1,5,4,3,3,5,4,4,1,5,5,2,3,5,1,2,3,5,5,1,5,1,4,5,3,1,5,2,5,2,1,2,3,1,3,3,4,3,3,3,5,3,4,2,2.0,0,Reserved
10877,3,18,1,2,1,2,US,4,1,4,2,4,1,4,1,5,2,3,3,4,3,2,2,3,2,1,2,1,5,3,5,1,3,1,5,4,5,4,2,3,3,1,2,4,3,4,4,5,2,5,2,5,1,5,5,2,5.0,3,Balanced
10878,3,19,1,2,1,5,US,3,2,4,2,3,2,2,3,4,5,2,4,4,4,3,3,2,2,2,2,2,4,2,4,2,4,2,4,4,4,5,2,5,2,4,2,5,2,5,5,5,2,4,3,5,2,5,4,4,4.0,3,Balanced
10879,3,16,2,2,1,1,FR,1,3,2,4,2,4,2,4,3,4,3,3,4,5,4,3,4,4,2,4,1,4,1,4,1,3,1,4,4,4,2,4,4,5,2,2,2,4,1,3,5,1,4,1,3,1,4,4,4,4.0,3,Balanced
10880,3,24,1,1,1,1,GB,3,2,5,2,3,2,5,2,4,4,3,5,4,4,3,3,3,1,3,2,1,5,1,4,1,4,1,4,5,4,3,2,5,2,1,2,4,3,3,4,4,2,4,1,4,1,4,4,4,3.0,3,Balanced
10881,3,18,1,1,1,2,US,3,2,4,2,5,1,4,2,5,2,1,5,1,5,1,1,1,1,1,1,2,4,2,2,3,1,3,3,2,4,3,4,3,1,3,3,4,1,2,3,5,1,5,2,5,1,5,4,3,5.0,0,Reserved
10882,3,40,1,1,3,1,US,1,4,2,5,3,4,1,4,2,4,5,1,5,1,5,5,5,5,5,5,2,3,4,2,4,2,4,2,1,1,5,5,5,1,1,5,2,4,1,5,5,4,4,2,5,5,4,5,5,5.0,0,Reserved
10883,3,17,1,2,1,2,AU,3,2,4,2,3,2,1,2,5,5,1,4,3,3,2,2,2,3,4,2,1,5,3,5,3,1,2,5,5,3,2,3,4,5,1,2,1,3,1,4,5,1,5,1,4,1,4,4,3,4.0,3,Balanced
10884,3,52,1,1,1,1,NZ,1,2,4,4,3,2,4,2,3,4,4,3,3,3,5,2,2,2,4,2,1,4,2,4,1,4,2,5,4,3,4,3,4,4,4,2,4,2,3,2,2,2,2,4,3,2,3,1,4,3.0,3,Balanced
10885,3,17,1,1,1,2,AU,2,2,4,4,3,4,2,4,4,4,2,4,4,4,2,2,2,2,2,2,2,4,2,3,3,4,3,4,3,3,3,2,4,2,2,3,4,4,2,4,5,1,4,2,3,1,4,4,3,3.0,3,Balanced
10886,3,18,1,1,2,5,US,2,3,4,3,3,2,2,3,4,4,2,4,2,3,2,2,2,2,2,2,1,4,1,4,2,4,2,4,4,3,4,4,4,2,2,4,4,2,4,4,5,2,4,2,3,2,4,4,4,4.0,3,Balanced
10887,13,14,1,2,1,1,US,2,4,2,5,2,3,1,3,2,5,3,1,3,2,5,4,5,5,5,3,4,2,2,1,4,1,4,2,1,1,4,1,5,2,3,3,5,2,5,5,5,1,5,1,5,2,4,4,5,5.0,0,Reserved
10888,3,17,1,2,2,1,US,2,5,2,2,2,2,2,5,2,5,4,3,5,1,3,3,4,3,1,3,3,4,4,3,4,3,4,5,1,4,5,3,5,4,2,4,5,2,4,5,5,3,4,2,3,2,5,5,5,4.0,0,Reserved
10889,1,18,2,2,2,1,AR,4,2,5,1,5,1,3,2,4,3,4,4,4,3,4,2,3,2,2,3,1,5,1,5,1,5,1,5,5,5,4,4,2,2,3,5,3,2,2,4,4,1,5,1,5,1,4,5,5,5.0,3,Balanced
10890,3,21,1,1,1,2,US,2,3,3,3,1,3,1,4,2,4,2,3,5,1,1,3,2,1,4,4,4,5,4,4,4,3,4,4,4,3,2,3,3,4,1,4,2,3,1,3,4,1,4,1,4,2,5,5,5,5.0,2,Internalizer
10891,3,29,1,2,1,1,US,1,5,1,5,1,3,1,5,1,5,3,4,5,1,3,3,5,5,2,5,1,3,4,4,3,5,3,5,3,2,4,5,5,5,2,1,5,2,2,5,3,1,5,1,4,1,5,3,5,3.0,2,Internalizer
10892,11,32,2,2,1,1,US,1,4,2,5,2,2,1,2,4,4,4,2,5,2,5,5,4,4,4,4,1,5,1,5,1,5,2,4,5,2,5,4,5,4,4,1,5,1,5,5,4,1,5,1,4,1,5,3,5,5.0,2,Internalizer
10893,8,24,1,2,2,5,CA,3,3,3,4,4,3,3,2,4,3,5,2,5,2,4,4,4,4,4,4,2,4,1,4,2,5,2,3,4,2,1,4,3,3,2,4,2,4,3,2,4,3,4,3,3,3,3,3,5,2.0,2,Internalizer
10894,13,57,1,2,1,1,US,3,2,5,2,5,2,5,3,4,2,3,4,3,3,2,2,2,1,2,2,1,5,2,5,1,5,1,4,5,4,4,3,4,1,3,1,5,1,5,4,4,2,4,2,4,1,3,3,5,4.0,3,Balanced
10895,13,32,1,2,2,5,US,3,3,3,4,4,3,4,4,3,3,4,3,5,2,4,4,5,5,4,3,1,4,1,5,4,5,2,4,4,3,4,3,4,3,3,4,4,3,4,4,3,3,4,3,3,2,4,4,4,2.0,2,Internalizer
10896,3,34,2,1,1,1,US,3,3,5,3,4,2,3,3,5,1,4,4,4,5,1,3,1,1,2,1,5,2,5,1,5,2,4,1,1,5,5,1,5,2,2,3,2,4,3,4,4,2,5,1,4,1,5,4,2,5.0,0,Reserved
10897,1,26,1,1,1,2,US,4,1,3,1,5,1,5,3,3,2,1,4,2,2,3,1,2,2,2,4,3,5,3,5,3,2,3,3,5,4,4,3,5,2,2,3,2,2,4,5,5,1,4,1,5,1,5,5,5,5.0,3,Balanced
10898,3,24,2,2,1,2,AU,4,2,5,2,5,2,5,3,3,2,3,3,4,4,3,2,2,2,3,2,1,4,2,5,1,4,1,5,5,5,3,4,4,3,3,5,4,2,3,3,5,2,5,2,4,1,5,4,2,5.0,3,Balanced
10899,3,20,1,2,1,2,US,2,2,3,3,3,3,2,3,3,2,1,4,2,1,2,4,4,4,2,5,1,5,1,5,1,4,1,5,5,4,3,5,2,4,3,4,2,1,3,5,5,1,5,1,2,1,4,5,5,5.0,3,Balanced
10900,13,20,1,2,1,1,US,3,4,4,4,4,3,4,4,4,5,4,3,4,2,3,2,3,2,3,4,1,5,2,5,2,5,2,4,5,3,3,4,3,4,2,4,3,3,4,3,4,1,5,1,4,2,4,3,4,3.0,3,Balanced
10901,13,1968,2,2,0,2,US,5,5,5,1,5,1,5,1,5,1,5,1,5,5,1,5,3,1,5,5,5,5,5,5,1,3,1,5,5,5,5,1,5,1,3,1,5,3,3,5,2,5,5,5,5,3,5,1,5,5.0,1,Striver
10902,6,18,1,2,1,1,US,2,1,2,2,5,1,2,2,4,3,3,3,4,3,3,3,2,1,3,1,3,4,1,2,4,3,1,3,3,4,5,2,5,4,3,1,4,3,2,2,4,3,5,4,4,5,4,4,5,4.0,0,Reserved
10903,4,21,2,1,1,1,IN,1,1,5,5,5,1,1,1,5,5,3,3,5,5,5,5,5,5,5,1,5,5,3,5,1,5,5,5,5,5,5,5,3,5,1,5,1,1,1,1,1,1,5,1,3,1,5,5,5,3.0,1,Striver
10904,3,41,1,1,1,1,US,2,5,2,3,2,2,1,4,2,5,4,4,5,5,2,1,2,1,3,2,3,2,2,3,4,4,4,2,2,2,2,2,5,2,1,2,4,4,4,5,5,1,3,1,5,2,5,5,5,5.0,0,Reserved
10905,3,23,1,2,1,2,US,3,2,4,3,5,2,5,4,5,5,3,4,4,2,4,3,4,2,5,2,1,5,1,5,4,5,2,5,5,4,3,4,4,4,1,4,3,4,4,3,4,1,5,2,3,2,4,5,5,4.0,1,Striver
10906,3,50,1,2,1,1,CA,2,3,4,3,4,3,3,3,3,3,5,3,5,1,3,3,3,4,3,1,2,5,2,5,3,5,3,4,5,2,4,3,5,3,3,3,5,2,4,4,5,1,5,1,5,1,4,5,5,4.0,1,Striver
10907,13,47,2,2,1,1,IN,1,1,1,4,4,4,5,4,4,4,1,4,4,4,4,4,4,4,4,1,1,4,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,1,4,4.0,1,Striver
10908,3,17,1,2,1,5,CA,3,2,3,3,4,2,4,3,3,3,5,2,5,1,3,4,4,4,3,4,5,4,4,4,1,4,2,4,4,5,4,5,4,5,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,2.0,0,Reserved
10909,13,32,2,1,1,1,US,1,1,3,1,3,3,3,1,1,3,3,2,3,1,3,1,1,3,3,1,1,5,1,3,3,3,1,3,1,3,1,3,3,3,1,1,1,3,3,3,1,5,3,1,3,1,1,1,3,3.0,0,Reserved
10910,13,14,1,2,2,1,NZ,2,4,3,4,2,3,2,4,4,4,4,5,4,3,4,4,4,3,4,4,2,3,2,3,2,5,2,3,4,3,2,4,2,3,3,3,3,2,2,3,3,3,3,4,3,3,3,2,4,3.0,2,Internalizer
10911,4,20,2,1,1,1,IN,2,1,5,3,5,1,4,1,5,2,2,4,5,4,5,5,3,1,4,2,1,5,3,3,2,2,1,2,4,5,2,4,3,2,4,2,5,3,3,3,4,1,2,2,4,4,5,1,4,3.0,3,Balanced
10912,11,44,2,2,1,5,AP,3,3,5,4,4,2,4,3,4,2,1,2,2,4,2,2,2,2,2,2,1,4,1,5,2,4,2,4,4,4,5,4,5,1,4,2,3,2,4,4,4,3,2,3,4,2,4,2,3,4.0,3,Balanced
10913,3,23,1,1,1,5,US,3,2,5,1,5,2,4,2,4,2,2,4,1,5,4,2,1,1,4,1,2,5,2,4,2,3,1,4,4,4,4,1,5,1,5,1,4,1,4,4,5,1,2,2,4,2,4,5,4,3.0,3,Balanced
10914,3,17,1,2,1,5,AE,3,2,4,2,4,2,4,3,3,2,4,3,4,3,4,3,3,2,2,2,2,3,2,4,3,4,2,4,4,4,4,1,4,1,5,1,5,3,4,3,3,3,2,3,2,4,4,2,4,3.0,0,Reserved
10915,3,15,1,2,1,1,US,4,1,5,1,5,1,5,1,5,1,1,4,1,1,4,2,4,4,5,5,2,5,3,4,3,4,1,5,4,5,5,2,5,3,1,1,5,1,3,5,4,2,5,1,5,1,5,5,5,5.0,1,Striver
10916,1,28,1,2,2,5,US,1,5,2,5,2,5,1,5,1,5,5,3,5,1,2,1,4,4,4,5,4,2,1,5,1,5,2,5,4,2,3,4,5,1,5,5,4,1,3,2,5,1,4,1,1,4,5,5,5,1.0,2,Internalizer
10917,3,52,1,1,2,1,US,4,3,5,1,5,1,4,1,5,1,5,4,3,2,1,3,1,2,1,2,4,4,1,5,5,5,1,5,5,5,2,4,4,3,1,5,3,2,1,3,5,1,5,3,5,1,4,4,4,5.0,3,Balanced
10918,11,21,2,1,1,1,SG,1,4,3,4,3,3,1,4,1,5,3,3,4,3,2,3,3,2,2,4,4,4,2,4,3,3,2,4,4,3,4,3,3,3,4,3,4,2,3,3,3,2,4,2,4,2,4,2,4,4.0,3,Balanced
10919,3,20,1,1,1,1,US,4,2,4,1,5,1,5,1,5,3,5,2,5,4,2,4,4,2,4,1,1,5,1,5,1,5,1,5,5,3,2,5,5,3,1,5,1,2,4,5,5,1,5,1,5,1,5,5,5,5.0,1,Striver
10920,12,17,1,1,2,1,GY,1,3,1,5,1,5,1,5,1,5,1,2,5,1,4,1,5,1,2,5,3,1,5,3,3,3,5,3,3,3,2,4,5,5,1,5,3,2,1,4,3,3,5,1,3,2,1,1,5,4.0,2,Internalizer
10921,3,41,2,2,2,1,AU,3,2,5,3,5,2,3,3,3,2,3,5,3,2,4,3,3,3,3,3,1,5,1,5,1,5,1,5,5,3,3,1,4,3,2,5,5,5,4,3,3,3,4,3,3,1,5,3,4,3.0,3,Balanced
10922,3,17,1,2,2,1,US,2,2,2,2,1,2,1,5,1,5,3,5,4,1,3,5,5,5,4,5,2,5,4,5,2,4,2,4,3,2,4,5,3,4,1,5,3,4,3,2,4,1,5,3,4,1,4,4,5,5.0,2,Internalizer
10923,3,19,1,1,1,5,US,2,3,4,3,4,3,3,3,5,4,2,5,3,3,3,3,3,2,2,3,3,4,4,4,3,3,2,4,5,4,2,2,3,2,1,4,2,3,1,3,3,2,5,2,3,1,4,2,5,4.0,1,Striver
10924,3,56,1,2,0,5,CA,2,4,4,3,3,2,3,3,4,4,3,3,5,2,3,4,4,3,3,4,1,5,1,5,1,5,1,5,5,4,3,1,4,2,2,1,5,1,3,4,5,1,4,1,4,2,4,5,4,4.0,3,Balanced
10925,11,35,2,1,1,5,US,3,2,5,3,3,3,3,5,3,2,2,5,2,2,3,3,2,2,2,2,3,5,1,3,3,3,2,2,3,4,4,1,4,2,3,2,4,2,3,3,2,4,3,3,3,3,3,1,3,3.0,3,Balanced
10926,3,17,1,2,1,2,US,4,1,3,1,5,1,5,1,5,1,3,2,5,3,4,3,3,2,3,2,1,4,4,5,1,4,1,4,4,3,3,4,3,2,2,4,3,3,1,4,3,1,5,1,4,1,3,2,4,5.0,1,Striver
10927,11,22,2,2,1,2,PH,1,5,1,5,3,5,2,5,1,4,4,3,4,2,3,5,5,4,5,5,3,3,3,3,4,3,4,2,3,2,3,2,3,4,2,4,3,3,3,3,4,2,4,2,3,3,4,4,5,4.0,2,Internalizer
10928,11,45,2,1,1,5,AP,3,4,4,2,4,4,4,4,2,3,3,4,4,3,2,5,1,1,1,3,2,4,1,5,1,2,2,3,5,5,4,1,4,1,5,1,5,1,5,4,2,3,3,4,4,4,4,1,5,3.0,3,Balanced
10929,3,64,1,1,2,1,US,1,4,3,5,3,2,1,4,1,4,4,2,5,1,4,4,3,4,2,5,1,4,1,3,1,5,2,2,3,4,1,2,5,3,2,5,5,3,2,5,4,1,4,2,3,1,3,2,5,5.0,2,Internalizer
10930,4,21,2,1,1,1,IN,2,3,5,4,4,4,1,3,4,5,5,2,5,1,5,5,4,4,5,1,3,4,3,4,3,3,2,4,4,1,1,1,3,2,1,1,1,4,5,3,3,5,5,4,2,2,2,1,3,2.0,2,Internalizer
10931,4,26,2,1,1,1,IN,3,5,4,4,4,1,2,5,2,2,1,5,4,5,3,5,5,4,4,5,1,1,1,5,2,5,5,5,5,5,4,5,5,3,3,4,1,3,1,2,3,1,5,1,5,1,4,2,3,5.0,1,Striver
10932,4,24,2,1,1,2,IN,4,1,2,5,3,2,1,3,2,4,3,3,5,3,3,5,5,5,3,3,4,2,4,3,4,3,5,2,2,5,4,5,4,2,5,3,3,2,2,4,1,4,3,3,3,3,3,1,4,3.0,2,Internalizer
10933,12,22,2,1,1,2,MY,5,5,1,4,5,2,5,4,5,5,4,1,5,3,1,4,4,5,3,4,5,5,1,4,3,4,3,4,5,3,5,1,5,3,4,1,5,5,5,5,5,1,3,1,3,1,4,3,4,4.0,1,Striver
10934,13,1982,2,2,1,1,US,1,1,1,1,5,1,1,3,3,1,5,1,5,1,3,5,3,5,5,5,1,4,1,5,1,5,1,3,5,3,1,1,5,5,1,1,5,3,5,3,1,1,5,1,5,1,1,1,5,5.0,1,Striver
10935,5,15,1,2,1,1,AE,2,2,2,2,2,3,2,1,1,5,4,1,3,2,4,3,5,3,4,3,1,3,2,3,2,4,3,3,3,3,3,2,3,3,2,3,4,3,3,3,4,2,3,3,3,1,3,4,3,3.0,2,Internalizer
10936,3,19,2,1,1,1,CA,3,1,4,2,4,2,4,3,3,4,1,4,3,3,3,2,2,1,2,2,2,5,2,4,2,3,2,5,4,4,3,3,4,4,1,5,3,3,2,3,5,2,5,2,4,1,4,4,5,5.0,3,Balanced
10937,3,30,2,2,1,5,PL,3,1,4,3,5,3,5,3,3,3,3,3,3,1,5,1,2,1,1,3,3,5,1,5,1,5,1,5,5,5,4,3,4,1,4,1,5,1,5,5,3,3,5,1,4,1,5,1,5,3.0,3,Balanced
10938,4,27,2,2,1,2,IN,1,3,2,5,3,3,1,3,1,3,4,2,5,2,4,4,3,3,3,3,3,3,1,4,3,4,3,1,4,4,5,5,5,3,4,5,1,3,3,4,3,4,3,5,3,3,4,4,3,2.0,2,Internalizer
10939,11,27,2,2,1,1,PH,5,1,5,2,5,1,5,3,5,2,2,5,4,4,5,5,4,5,5,2,1,5,1,5,1,4,1,4,5,5,5,5,5,5,1,5,2,4,3,5,5,1,5,1,5,1,5,5,5,5.0,1,Striver
10940,11,54,2,1,0,1,PH,3,2,4,3,3,4,2,4,2,4,2,2,4,2,3,2,3,2,2,3,2,4,1,4,2,4,3,3,4,4,4,1,5,1,5,1,5,1,5,4,4,2,3,2,3,3,4,2,4,4.0,3,Balanced
10941,3,21,2,1,3,5,TR,3,2,4,3,4,2,3,3,3,2,2,4,4,5,4,2,4,4,3,3,4,2,2,3,4,3,4,3,3,3,4,3,5,3,3,3,4,4,3,4,2,1,5,1,3,1,3,4,3,5.0,0,Reserved
10942,13,22,2,2,2,5,TR,2,2,3,4,3,3,3,4,3,3,5,3,3,2,4,4,4,4,4,3,3,4,1,4,1,4,2,4,4,3,3,3,4,3,3,3,4,2,2,4,3,2,3,3,2,2,4,3,3,2.0,2,Internalizer
10943,3,51,1,1,1,1,AE,2,3,2,4,3,3,1,4,2,4,5,3,5,2,4,4,4,4,4,4,2,4,4,5,2,5,2,4,4,4,3,5,4,4,2,4,2,2,4,4,5,1,4,1,5,1,5,5,5,5.0,2,Internalizer
10944,5,1993,2,2,1,5,TR,2,3,5,3,4,1,2,5,2,5,4,3,2,3,5,3,5,5,5,4,4,5,1,5,1,3,3,5,5,5,5,5,5,1,5,1,1,4,5,3,3,1,5,4,5,1,5,2,5,5.0,1,Striver
10945,13,26,2,2,1,1,IN,2,2,4,3,4,2,4,2,3,2,2,4,4,3,3,3,4,4,4,2,4,4,2,3,3,4,2,2,4,4,3,2,4,2,3,2,3,3,2,3,3,4,4,3,3,2,3,4,4,4.0,3,Balanced
10946,13,19,2,1,1,1,PK,3,4,2,5,2,5,3,4,3,3,4,2,5,5,5,5,5,5,2,5,3,4,1,5,2,5,3,4,5,5,3,3,5,1,4,2,2,1,4,4,3,2,5,2,5,1,5,5,4,5.0,1,Striver
10947,11,15,2,2,1,5,CN,2,5,2,3,2,3,1,5,2,5,2,4,4,3,2,2,4,2,2,3,2,3,2,3,4,2,4,2,2,2,2,4,2,4,1,4,2,3,2,3,4,1,5,2,4,2,4,4,4,5.0,0,Reserved
10948,3,22,2,1,1,2,NO,2,3,5,4,4,2,3,4,2,3,1,5,2,3,2,3,3,2,4,2,1,2,2,4,4,4,2,3,4,4,5,1,5,1,2,1,4,3,3,3,3,3,5,3,4,2,4,3,2,4.0,3,Balanced
10949,3,28,2,2,1,1,TR,4,2,5,3,5,2,5,2,4,2,2,4,4,4,2,2,1,1,1,1,2,5,1,5,1,5,1,4,5,4,4,3,3,3,4,2,3,2,4,3,5,2,4,3,4,2,5,3,4,4.0,3,Balanced
10950,3,56,1,2,2,1,GB,2,2,4,2,4,2,2,2,3,2,4,2,4,2,2,4,2,2,2,3,1,4,2,5,1,5,1,4,5,4,3,3,4,3,4,2,4,2,4,4,4,2,4,2,4,1,4,2,4,4.0,3,Balanced
10951,13,30,2,2,1,1,ZW,2,3,2,3,3,3,3,1,1,5,5,3,5,2,4,4,4,2,3,3,4,4,1,4,2,4,1,4,4,4,4,1,5,1,4,5,5,2,4,4,3,3,5,3,4,1,4,3,5,3.0,1,Striver
10953,11,16,1,1,1,1,AU,1,3,2,5,3,3,1,5,1,5,2,4,4,2,2,2,4,2,2,2,1,2,3,4,1,2,2,5,4,3,4,5,3,5,1,5,2,4,3,2,3,1,5,1,4,1,5,3,5,5.0,3,Balanced
10954,3,31,2,1,1,1,BG,3,2,5,5,5,4,1,5,1,5,1,4,5,4,3,2,1,2,2,2,4,4,1,4,5,5,1,4,5,5,3,2,3,1,4,5,5,2,3,4,5,4,4,1,1,4,1,4,5,2.0,0,Reserved
10955,4,16,2,2,2,2,IN,1,4,1,3,1,5,1,5,1,5,1,5,5,2,2,1,2,4,4,2,3,2,2,3,3,1,5,4,4,4,4,4,4,2,3,4,4,3,3,3,3,2,3,3,4,3,3,3,5,3.0,0,Reserved
10956,4,20,2,1,1,1,IN,1,3,2,5,3,3,2,5,2,5,4,1,5,2,2,4,5,5,5,4,3,2,2,3,5,4,5,1,2,3,5,2,5,3,2,2,3,3,2,4,5,2,5,3,5,1,5,5,5,3.0,0,Reserved
10957,3,49,1,1,1,1,AU,2,3,3,4,2,2,2,4,2,5,4,4,2,4,1,3,2,1,4,1,1,5,1,5,1,4,1,4,4,4,3,4,3,1,2,4,4,1,3,3,5,2,4,2,3,2,3,4,5,4.0,3,Balanced
10958,3,31,2,2,1,1,US,3,3,5,3,4,1,4,2,3,3,4,2,4,2,4,4,4,2,3,4,1,5,1,5,1,5,1,5,5,5,5,1,3,3,4,1,4,1,4,4,5,1,5,1,4,1,5,4,5,5.0,1,Striver
10959,3,44,2,2,1,1,AU,3,3,4,2,4,2,2,3,3,1,3,3,4,3,3,4,4,3,4,3,2,3,3,3,3,4,3,3,4,3,3,4,5,2,3,3,3,2,3,3,4,2,4,2,4,2,5,4,5,4.0,3,Balanced
10960,3,39,1,1,2,1,US,1,5,3,5,3,5,1,5,1,5,3,5,3,3,5,3,3,3,4,3,3,3,5,3,4,3,4,3,3,3,4,5,5,3,4,1,5,3,4,5,4,1,5,3,2,1,4,4,5,3.0,0,Reserved
10961,3,14,1,1,2,5,GB,2,2,4,2,4,1,3,2,4,3,3,4,4,3,5,3,3,3,4,2,3,3,3,3,1,3,2,3,3,4,3,2,3,3,2,4,3,3,2,3,3,2,2,2,4,1,3,3,3,4.0,3,Balanced
10962,13,14,1,1,2,5,GB,1,1,2,2,5,2,5,5,1,5,5,3,4,1,4,1,5,3,3,2,3,5,5,5,1,5,3,3,3,1,2,2,3,1,3,2,5,1,5,5,3,1,3,3,3,1,3,5,5,5.0,2,Internalizer
10963,0,34,2,2,0,2,GB,4,1,4,1,5,1,3,2,4,2,5,1,5,2,3,5,4,3,5,2,1,4,4,5,1,4,2,4,5,4,3,3,5,2,2,2,4,1,3,5,5,1,4,1,4,1,5,4,5,4.0,1,Striver
10964,11,19,2,2,1,1,FR,2,1,3,3,2,2,1,3,2,5,5,3,5,1,4,5,5,5,5,5,1,5,4,5,1,5,2,4,5,5,2,4,5,5,2,2,4,1,3,3,2,3,5,1,3,2,3,2,4,3.0,2,Internalizer
10965,3,18,1,2,1,1,AU,2,4,2,4,2,4,1,5,4,5,4,2,5,2,2,3,3,3,2,4,2,5,1,4,4,4,5,4,4,3,4,2,3,3,3,2,4,2,4,3,3,3,3,3,3,3,3,2,4,3.0,2,Internalizer
10966,11,40,2,1,1,2,PK,4,4,4,4,4,3,4,3,4,4,2,2,4,3,4,4,4,3,4,4,2,2,4,4,4,3,3,3,4,4,2,4,4,2,4,4,4,3,4,4,2,4,4,4,3,4,3,3,4,4.0,2,Internalizer
10967,3,16,1,2,1,1,US,3,1,4,1,4,1,1,3,4,1,5,4,2,1,1,2,4,4,5,1,5,1,5,1,5,1,5,1,2,3,4,3,5,2,1,5,5,1,3,4,5,1,5,1,3,1,5,5,4,5.0,0,Reserved
10968,1,30,1,2,1,1,GB,3,1,5,2,5,1,5,3,3,2,3,4,4,3,5,3,4,4,3,3,1,5,3,4,1,5,1,4,4,4,3,5,4,4,2,5,1,2,2,3,4,3,5,3,5,1,4,4,4,5.0,1,Striver
10969,3,46,1,2,1,5,US,3,2,4,2,5,1,5,2,4,2,4,3,4,3,2,4,3,3,3,2,1,5,3,5,1,5,1,4,5,5,3,3,4,3,3,3,4,3,3,4,5,1,5,1,4,1,4,4,4,5.0,1,Striver
10970,3,31,2,2,1,1,GR,3,2,5,2,4,2,3,4,3,2,4,2,3,3,4,3,4,4,4,2,3,3,2,5,2,3,3,4,5,5,3,2,2,1,2,1,4,3,3,3,5,1,4,1,5,1,5,3,4,5.0,1,Striver
10971,3,31,1,1,2,2,US,1,3,2,4,1,4,2,5,1,5,1,4,2,4,2,2,3,2,1,1,3,2,3,3,2,3,2,3,3,3,4,4,4,1,4,2,5,1,4,4,3,2,4,2,4,2,4,3,4,3.0,0,Reserved
10972,3,18,1,1,1,1,US,1,1,4,2,3,3,5,4,3,1,2,5,2,4,4,1,3,2,3,1,3,2,2,1,5,3,3,3,2,3,3,4,4,4,3,3,2,3,1,3,1,3,5,4,5,1,5,1,3,5.0,0,Reserved
10973,3,41,1,1,1,1,AU,1,5,1,5,2,2,2,2,2,5,5,2,5,2,5,5,4,2,5,2,1,2,4,2,4,2,4,2,3,2,4,1,4,2,4,1,5,2,5,5,5,1,3,1,5,3,5,5,5,4.0,0,Reserved
10974,13,45,1,2,1,1,US,3,2,4,2,5,2,5,2,1,1,4,4,2,2,1,2,2,1,1,1,1,5,1,5,1,5,1,5,3,4,4,2,4,1,5,1,4,1,5,3,3,2,4,2,4,1,4,1,2,4.0,3,Balanced
10975,3,43,1,2,1,1,US,4,2,4,3,4,2,4,3,3,3,5,2,5,2,4,5,5,5,4,4,2,4,1,3,3,4,2,3,3,4,4,2,5,1,4,1,5,2,4,4,5,2,4,1,4,1,5,4,5,5.0,1,Striver
10976,12,22,2,2,1,1,EU,3,4,3,2,4,5,3,3,5,5,2,4,2,4,3,1,2,2,1,2,4,3,1,2,5,3,2,5,3,3,3,2,2,1,2,1,4,3,1,4,3,3,2,3,2,3,4,2,4,2.0,0,Reserved
10977,3,42,1,2,1,5,AU,2,2,4,3,5,2,3,4,5,4,2,4,3,4,3,3,3,2,2,2,1,4,2,4,3,3,2,5,4,3,4,4,4,2,2,2,4,2,4,4,4,1,3,1,3,3,4,4,5,5.0,3,Balanced
10978,3,46,1,2,1,1,CA,2,2,4,4,4,2,3,4,3,5,4,4,4,2,3,3,4,4,3,2,1,5,3,5,1,5,2,5,4,4,4,3,4,4,3,3,4,2,4,3,4,2,4,2,4,2,4,3,4,4.0,3,Balanced
10979,11,23,2,2,1,3,IT,3,2,3,4,3,4,2,3,3,2,4,3,4,1,4,4,4,4,4,3,2,4,1,4,2,4,2,3,4,4,4,1,4,2,4,1,4,1,4,4,4,2,4,1,4,1,2,3,2,4.0,1,Striver
10980,3,20,1,1,1,1,US,2,4,3,5,1,3,2,4,2,5,3,4,4,2,3,1,3,3,3,3,1,3,1,5,2,4,3,3,5,2,4,3,4,2,1,5,5,1,3,5,4,1,4,1,4,2,5,5,5,5.0,3,Balanced
10981,4,22,2,2,1,1,IN,3,1,3,5,1,1,1,3,3,5,5,1,5,5,5,5,5,5,5,3,3,3,3,5,5,5,3,1,2,3,3,1,3,5,5,1,3,2,1,2,3,3,1,3,3,3,5,3,5,3.0,2,Internalizer
10982,13,17,1,1,2,5,CA,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,1,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3.0,0,Reserved
